Date,TSX
2006-01-03,11441.599609375
2006-01-04,11501.5
2006-01-05,11507.7001953125
2006-01-06,11620.5
2006-01-09,11565.2001953125
2006-01-10,11597.599609375
2006-01-11,11621.0
2006-01-12,11595.2001953125
2006-01-13,11604.7998046875
2006-01-16,11721.0
2006-01-17,11689.599609375
2006-01-18,11554.5
2006-01-19,11693.0
2006-01-20,11605.7001953125
2006-01-23,11733.400390625
2006-01-24,11692.400390625
2006-01-25,11675.2001953125
2006-01-26,11737.400390625
2006-01-27,11856.7998046875
2006-01-30,11947.5
2006-01-31,11945.599609375
2006-02-01,11952.099609375
2006-02-02,11929.900390625
2006-02-03,11937.599609375
2006-02-06,12080.5
2006-02-07,11817.2998046875
2006-02-08,11735.099609375
2006-02-09,11709.2998046875
2006-02-10,11651.7001953125
2006-02-13,11519.5
2006-02-14,11616.400390625
2006-02-15,11557.2998046875
2006-02-16,11704.2998046875
2006-02-17,11758.0
2006-02-20,11865.7998046875
2006-02-21,11826.400390625
2006-02-22,11800.2001953125
2006-02-23,11738.599609375
2006-02-24,11810.599609375
2006-02-27,11706.5
2006-02-28,11688.2998046875
2006-03-01,11794.599609375
2006-03-02,11906.900390625
2006-03-03,11978.7001953125
2006-03-06,11883.2998046875
2006-03-07,11816.5
2006-03-08,11737.099609375
2006-03-09,11765.2998046875
2006-03-10,11833.599609375
2006-03-13,11906.7001953125
2006-03-14,11973.2998046875
2006-03-15,12055.599609375
2006-03-16,12085.7001953125
2006-03-17,12000.7001953125
2006-03-20,11929.2998046875
2006-03-21,11947.599609375
2006-03-22,11970.7001953125
2006-03-23,12017.900390625
2006-03-24,12111.099609375
2006-03-27,12078.5
2006-03-28,12048.7998046875
2006-03-29,12190.599609375
2006-03-30,12207.0
2006-03-31,12110.599609375
2006-04-03,12210.900390625
2006-04-04,12174.099609375
2006-04-05,12299.099609375
2006-04-06,12342.0
2006-04-07,12241.2001953125
2006-04-10,12289.7001953125
2006-04-11,12177.2998046875
2006-04-12,12167.7001953125
2006-04-13,12248.599609375
2006-04-17,12309.0
2006-04-18,12446.7998046875
2006-04-19,12487.2998046875
2006-04-20,12313.7001953125
2006-04-21,12437.2001953125
2006-04-24,12342.2001953125
2006-04-25,12329.7998046875
2006-04-26,12321.7001953125
2006-04-27,12187.7001953125
2006-04-28,12204.2001953125
2006-05-01,12234.599609375
2006-05-02,12274.5
2006-05-03,12196.2001953125
2006-05-04,12125.900390625
2006-05-05,12270.099609375
2006-05-08,12294.2001953125
2006-05-09,12328.2001953125
2006-05-10,12316.2998046875
2006-05-11,12165.400390625
2006-05-12,12038.099609375
2006-05-15,11831.7001953125
2006-05-16,11829.400390625
2006-05-17,11640.599609375
2006-05-18,11540.0
2006-05-19,11545.7998046875
2006-05-23,11539.900390625
2006-05-24,11423.900390625
2006-05-25,11653.0
2006-05-26,11762.7998046875
2006-05-29,11845.5
2006-05-30,11705.400390625
2006-05-31,11744.5
2006-06-01,11847.0
2006-06-02,11898.7001953125
2006-06-05,11699.5
2006-06-06,11666.099609375
2006-06-07,11475.400390625
2006-06-08,11415.5
2006-06-09,11390.7001953125
2006-06-12,11197.599609375
2006-06-13,10904.2998046875
2006-06-14,10960.7001953125
2006-06-15,11213.2001953125
2006-06-16,11208.0
2006-06-19,11007.599609375
2006-06-20,10995.5
2006-06-21,11112.7998046875
2006-06-22,11130.2001953125
2006-06-23,11249.0
2006-06-26,11372.2001953125
2006-06-27,11293.2001953125
2006-06-28,11332.2998046875
2006-06-29,11520.900390625
2006-06-30,11612.900390625
2006-07-04,11733.2001953125
2006-07-05,11626.400390625
2006-07-06,11602.0
2006-07-07,11631.900390625
2006-07-10,11654.7001953125
2006-07-11,11793.0
2006-07-12,11771.099609375
2006-07-13,11601.900390625
2006-07-14,11630.0
2006-07-17,11480.599609375
2006-07-18,11471.7001953125
2006-07-19,11619.599609375
2006-07-20,11465.5
2006-07-21,11418.2998046875
2006-07-24,11625.2001953125
2006-07-25,11754.599609375
2006-07-26,11879.599609375
2006-07-27,11758.900390625
2006-07-28,11823.7001953125
2006-07-31,11831.0
2006-08-01,11907.7001953125
2006-08-02,11969.900390625
2006-08-03,11936.7001953125
2006-08-04,11936.7001953125
2006-08-08,11998.2001953125
2006-08-09,12008.2001953125
2006-08-10,11959.099609375
